latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
51.48823,6.70977,306.47,1.31,1.14,2023-07-11,0226,A,34,6.1NRT,289.68,10.39,N
51.36969,6.72181,302.69,1.32,1.14,2023-07-11,0226,A,51,6.1NRT,289.83,9.37,N
51.17478,3.81129,322.38,1.08,1.04,2023-07-11,0226,A,100,6.1NRT,290.13,23.97,N
51.17221,3.82616,301.77,1.08,1.04,2023-07-11,0226,A,44,6.1NRT,287.21,6.52,N
47.86913,3.97436,316.12,1.22,1.1,2023-07-11,0228,A,93,6.1NRT,289.56,20.39,N
47.86622,3.98999,310.11,1.22,1.1,2023-07-11,0228,A,79,6.1NRT,289.66,14.21,N
47.85963,3.97033,300.17,1.22,1.1,2023-07-11,0228,A,20,6.1NRT,289.55,6.53,N
46.29049,0.07786,301.31,1.01,1.01,2023-07-11,0228,A,40,6.1NRT,287.83,6.2,N
47.14017,33.36892,320.14,1.1,1.05,2023-07-11,0816,T,56,6.1NRT,303.33,9.43,D
47.13092,33.36659,318.89,1.1,1.05,2023-07-11,0816,T,44,6.1NRT,304.04,8.4,D
47.04758,33.52889,363.47,1.09,1.04,2023-07-11,0816,T,100,6.1NRT,302.45,99.39,D
47.04585,33.54295,338.7,1.09,1.04,2023-07-11,0816,T,88,6.1NRT,301.56,37.66,D
46.87693,32.48145,321.49,1.17,1.08,2023-07-11,0816,T,72,6.1NRT,304.75,11.16,D
46.84496,32.50482,324.63,1.17,1.07,2023-07-11,0816,T,76,6.1NRT,305.1,13.64,D
46.84327,32.51985,327.14,1.16,1.07,2023-07-11,0816,T,79,6.1NRT,303.23,17.64,D
46.77538,32.94273,326.07,1.12,1.06,2023-07-11,0816,T,65,6.1NRT,304.83,15.73,D
46.77369,32.95719,324.7,1.12,1.06,2023-07-11,0816,T,39,6.1NRT,302.26,13.86,D
46.76915,32.95001,324.59,1.12,1.06,2023-07-11,0816,T,64,6.1NRT,301.85,16.23,D
46.37412,32.85855,324.58,1.12,1.06,2023-07-11,0816,T,62,6.1NRT,304.52,14.78,D
46.40681,32.32501,331.01,1.17,1.08,2023-07-11,0816,T,83,6.1NRT,308.02,19.63,D
46.40513,32.33998,325.58,1.17,1.08,2023-07-11,0816,T,63,6.1NRT,306.06,10.5,D
46.31327,31.96408,340.05,1.2,1.09,2023-07-11,0816,T,78,6.1NRT,310.92,38.02,D
44.08577,27.37568,318.32,1.9,1.35,2023-07-11,0818,T,47,6.1NRT,300.75,13.73,D
38.26413,34.0096,316.4,1.01,1.01,2023-07-11,0818,T,23,6.1NRT,301.76,5.21,D
37.97712,34.71899,316.08,1.05,1.02,2023-07-11,0818,T,57,6.1NRT,296.01,9.64,D
36.89724,34.80176,325.83,1.07,1.03,2023-07-11,0818,T,76,6.1NRT,310.73,10.74,D
36.87948,34.73645,324.83,1.07,1.03,2023-07-11,0818,T,50,6.1NRT,310.29,8.86,D
