latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
37.17086,13.9917,331,1.6,1.25,2023-07-10,1251,A,84,6.1NRT,307.06,26.2,D
37.16246,14.00394,339.59,1.6,1.25,2023-07-10,1251,A,84,6.1NRT,308.87,51.95,D
37.1736,14.00252,333.04,1.6,1.25,2023-07-10,1251,A,75,6.1NRT,307.85,31.92,D
36.44337,6.58069,340.54,1.07,1.03,2023-07-10,1251,A,85,6.1NRT,319.35,22.67,D
36.42844,1.20226,352.7,2,1.38,2023-07-10,1251,A,95,6.1NRT,322.24,113.9,D
36.43587,1.21923,341.31,2,1.38,2023-07-10,1251,A,79,6.1NRT,316.38,59.94,D
36.4311,1.19677,374.03,2,1.38,2023-07-10,1251,A,100,6.1NRT,323.85,291,D
44.15556,4.0581,323.73,1.06,1.03,2023-07-10,1253,A,50,6.1NRT,307.06,11.64,D
44.8745,8.59587,343.78,1.11,1.05,2023-07-10,1253,A,90,6.1NRT,310.6,38.28,D
43.78162,1.33982,320.73,1.34,1.15,2023-07-10,1253,A,52,6.1NRT,304.21,12.48,D
45.43709,12.3345,314.12,1.65,1.26,2023-07-10,1253,A,44,6.1NRT,302.33,14.81,D
45.43526,12.31359,315.02,1.65,1.26,2023-07-10,1253,A,43,6.1NRT,303.3,16.46,D
47.1785,32.32124,302.93,2.22,1.44,2023-07-10,1843,T,39,6.1NRT,277.27,23.96,N
40.56291,17.99378,306.45,1.04,1.02,2023-07-10,2019,T,68,6.1NRT,293.54,6.94,N
42.71399,24.17115,300.53,1.45,1.19,2023-07-10,2019,T,29,6.1NRT,288.25,9.15,N
45.14719,9.95239,307.17,1.91,1.35,2023-07-10,2019,T,71,6.1NRT,296.47,12.84,N
45.45835,10.46115,314.08,1.77,1.3,2023-07-10,2019,T,88,6.1NRT,295.47,24,N
48.27623,14.33634,310.44,1.07,1.03,2023-07-10,2019,T,72,6.1NRT,288.69,12.11,N
52.16905,14.63023,302.31,1,1,2023-07-10,2021,T,48,6.1NRT,290.39,4.82,N
52.16032,10.4026,300.48,1.23,1.1,2023-07-10,2021,T,28,6.1NRT,280.68,7.65,N
51.4862,6.71997,303.15,1.82,1.32,2023-07-10,2021,T,26,6.1NRT,287.63,17.19,N
36.55077,1.7722,317.66,1.63,1.26,2023-07-10,2157,T,95,6.1NRT,301.76,18.44,N
37.19918,-6.14198,318.99,1.07,1.03,2023-07-10,2157,T,97,6.1NRT,299.43,14.94,N
37.20822,-6.14426,315.65,1.07,1.03,2023-07-10,2157,T,88,6.1NRT,298.77,11.66,N
43.52962,-5.73365,300.56,1,1,2023-07-10,2159,T,30,6.1NRT,290.03,4.19,N
46.29187,0.05958,301.58,1.73,1.29,2023-07-10,2159,T,42,6.1NRT,289.47,11.05,N
46.29086,0.07559,301.26,1.73,1.29,2023-07-10,2159,T,39,6.1NRT,289.47,11.6,N
63.91656,-22.16277,362.68,3.21,1.7,2023-07-10,2341,T,100,6.1NRT,282.04,527.63,N
63.91567,-22.22929,371.92,3.19,1.69,2023-07-10,2341,T,100,6.1NRT,284.18,681.4,N
63.93086,-22.22944,305.95,3.19,1.69,2023-07-10,2341,T,39,6.1NRT,280.97,57.33,N
63.91383,-22.17002,358.66,3.21,1.7,2023-07-10,2341,T,100,6.1NRT,282.33,474.2,N
63.91315,-22.23656,352.95,3.19,1.69,2023-07-10,2341,T,100,6.1NRT,283.05,395.33,N
63.92904,-22.17094,328.07,3.21,1.7,2023-07-10,2341,T,100,6.1NRT,280.76,167.43,N
63.92833,-22.23695,327.7,3.19,1.69,2023-07-10,2341,T,100,6.1NRT,281.18,163.99,N
51.48823,6.70977,306.47,1.31,1.14,2023-07-11,0226,A,34,6.1NRT,289.68,10.39,N
51.36969,6.72181,302.69,1.32,1.14,2023-07-11,0226,A,51,6.1NRT,289.83,9.37,N
51.17478,3.81129,322.38,1.08,1.04,2023-07-11,0226,A,100,6.1NRT,290.13,23.97,N
51.17221,3.82616,301.77,1.08,1.04,2023-07-11,0226,A,44,6.1NRT,287.21,6.52,N
47.86913,3.97436,316.12,1.22,1.1,2023-07-11,0228,A,93,6.1NRT,289.56,20.39,N
47.86622,3.98999,310.11,1.22,1.1,2023-07-11,0228,A,79,6.1NRT,289.66,14.21,N
47.85963,3.97033,300.17,1.22,1.1,2023-07-11,0228,A,20,6.1NRT,289.55,6.53,N
46.29049,0.07786,301.31,1.01,1.01,2023-07-11,0228,A,40,6.1NRT,287.83,6.2,N
47.14017,33.36892,320.14,1.1,1.05,2023-07-11,0816,T,56,6.1NRT,303.33,9.43,D
47.13092,33.36659,318.89,1.1,1.05,2023-07-11,0816,T,44,6.1NRT,304.04,8.4,D
47.04758,33.52889,363.47,1.09,1.04,2023-07-11,0816,T,100,6.1NRT,302.45,99.39,D
47.04585,33.54295,338.7,1.09,1.04,2023-07-11,0816,T,88,6.1NRT,301.56,37.66,D
46.87693,32.48145,321.49,1.17,1.08,2023-07-11,0816,T,72,6.1NRT,304.75,11.16,D
46.84496,32.50482,324.63,1.17,1.07,2023-07-11,0816,T,76,6.1NRT,305.1,13.64,D
46.84327,32.51985,327.14,1.16,1.07,2023-07-11,0816,T,79,6.1NRT,303.23,17.64,D
46.77538,32.94273,326.07,1.12,1.06,2023-07-11,0816,T,65,6.1NRT,304.83,15.73,D
46.77369,32.95719,324.7,1.12,1.06,2023-07-11,0816,T,39,6.1NRT,302.26,13.86,D
46.76915,32.95001,324.59,1.12,1.06,2023-07-11,0816,T,64,6.1NRT,301.85,16.23,D
46.37412,32.85855,324.58,1.12,1.06,2023-07-11,0816,T,62,6.1NRT,304.52,14.78,D
